,Title,Rating,Metascore,No Votes,Url,Description
346,Jerry Maguire,7.3,94,282231,https://www.imdb.com/title/tt0116695/?ref_=sr_t_347,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
347,Marriage Story,7.9,57,336936,https://www.imdb.com/title/tt7653254/?ref_=sr_t_348,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.
348,Sherlock Holmes,7.6,80,660350,https://www.imdb.com/title/tt0988045/?ref_=sr_t_349,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
349,Incredibles 2,7.6,89,321988,https://www.imdb.com/title/tt3606756/?ref_=sr_t_350,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
350,Borat,7.4,86,433875,https://www.imdb.com/title/tt0443453/?ref_=sr_t_351,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson."
351,The Master,7.1,78,183658,https://www.imdb.com/title/tt1560747/?ref_=sr_t_352,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.
352,Speed,7.3,95,384858,https://www.imdb.com/title/tt0111257/?ref_=sr_t_353,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
353,Beauty and the Beast,8.0,62,473543,https://www.imdb.com/title/tt0101414/?ref_=sr_t_354,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
354,Contact,7.5,85,288529,https://www.imdb.com/title/tt0118884/?ref_=sr_t_355,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine."
355,Tinker Tailor Soldier Spy,7.0,57,209919,https://www.imdb.com/title/tt1340800/?ref_=sr_t_356,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6."
356,Iron Man 2,6.9,71,855046,https://www.imdb.com/title/tt1228705/?ref_=sr_t_357,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy."
357,Mulan,7.7,62,309076,https://www.imdb.com/title/tt0120762/?ref_=sr_t_358,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
358,A Series of Unfortunate Events,6.8,74,218219,https://www.imdb.com/title/tt0339291/?ref_=sr_t_359,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
359,Munich,7.5,66,235804,https://www.imdb.com/title/tt0408306/?ref_=sr_t_360,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day."
360,Crash,7.7,80,446109,https://www.imdb.com/title/tt0375679/?ref_=sr_t_361,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
361,True Grit,7.6,47,353134,https://www.imdb.com/title/tt1403865/?ref_=sr_t_362,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
362,Primal Fear,7.7,77,241068,https://www.imdb.com/title/tt0117381/?ref_=sr_t_363,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
363,Apollo 13,7.7,71,309737,https://www.imdb.com/title/tt0112384/?ref_=sr_t_364,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
364,Collateral,7.5,86,426229,https://www.imdb.com/title/tt0369339/?ref_=sr_t_365,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.
365,Argo,7.7,70,632653,https://www.imdb.com/title/tt1024648/?ref_=sr_t_366,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
366,The Emperor's New Groove,7.4,65,220251,https://www.imdb.com/title/tt0120917/?ref_=sr_t_367,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
367,Marie Antoinette,6.5,84,118925,https://www.imdb.com/title/tt0422720/?ref_=sr_t_368,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles."
368,Toy Story 4,7.7,56,272641,https://www.imdb.com/title/tt1979376/?ref_=sr_t_369,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
369,Real Steel,7.1,64,349533,https://www.imdb.com/title/tt0433035/?ref_=sr_t_370,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot."
370,The Pursuit of Happyness,8.0,89,548348,https://www.imdb.com/title/tt0454921/?ref_=sr_t_371,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career
371,Thelma & Louise,7.6,67,167906,https://www.imdb.com/title/tt0103074/?ref_=sr_t_372,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed."
372,As Good as It Gets,7.7,86,313832,https://www.imdb.com/title/tt0119822/?ref_=sr_t_373,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
373,Aladdin,8.0,79,454876,https://www.imdb.com/title/tt0103639/?ref_=sr_t_374,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
374,Fences,7.2,82,115751,https://www.imdb.com/title/tt2671706/?ref_=sr_t_375,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life."
375,Sound of Metal,7.7,64,144972,https://www.imdb.com/title/tt5363618/?ref_=sr_t_376,A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.
376,Fried Green Tomatoes,7.7,45,80426,https://www.imdb.com/title/tt0101921/?ref_=sr_t_377,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.
377,Vanilla Sky,6.9,83,281878,https://www.imdb.com/title/tt0259711/?ref_=sr_t_378,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
378,Hugo,7.5,83,333601,https://www.imdb.com/title/tt0970179/?ref_=sr_t_379,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
379,Corpse Bride,7.4,50,294002,https://www.imdb.com/title/tt0121164/?ref_=sr_t_380,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
380,Pirates of the Caribbean: At World's End,7.1,75,681683,https://www.imdb.com/title/tt0449088/?ref_=sr_t_381,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."
381,Shrek 2,7.3,88,494262,https://www.imdb.com/title/tt0298148/?ref_=sr_t_382,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
382,Toy Story 2,7.9,64,609504,https://www.imdb.com/title/tt0120363/?ref_=sr_t_383,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
383,Gattaca,7.7,71,318215,https://www.imdb.com/title/tt0119177/?ref_=sr_t_384,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
384,Emma.,6.7,87,60581,https://www.imdb.com/title/tt9214832/?ref_=sr_t_385,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends."
385,Moneyball,7.6,69,454299,https://www.imdb.com/title/tt1210166/?ref_=sr_t_386,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
386,Revolutionary Road,7.3,62,222273,https://www.imdb.com/title/tt0959337/?ref_=sr_t_387,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.
387,My Big Fat Greek Wedding,6.6,87,142514,https://www.imdb.com/title/tt0259446/?ref_=sr_t_388,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
388,Lincoln,7.3,56,269547,https://www.imdb.com/title/tt0443272/?ref_=sr_t_389,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
389,Maleficent,6.9,87,394837,https://www.imdb.com/title/tt1587310/?ref_=sr_t_390,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land."
390,The English Patient,7.4,81,197688,https://www.imdb.com/title/tt0116209/?ref_=sr_t_391,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
391,Midnight in Paris,7.6,61,444084,https://www.imdb.com/title/tt1605783/?ref_=sr_t_392,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
392,Vice,7.2,100,158731,https://www.imdb.com/title/tt6266538/?ref_=sr_t_393,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today."
393,Boyhood,7.9,83,364246,https://www.imdb.com/title/tt1065073/?ref_=sr_t_394,"The life of Mason, from early childhood to his arrival at college."
394,Eastern Promises,7.6,84,256598,https://www.imdb.com/title/tt0765443/?ref_=sr_t_395,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
395,Sling Blade,8.0,96,97633,https://www.imdb.com/title/tt0117666/?ref_=sr_t_396,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
396,Gravity,7.7,74,852840,https://www.imdb.com/title/tt1454468/?ref_=sr_t_397,Two astronauts work together to survive after an accident leaves them stranded in space.
